startup_name,startup_amount_invested,startup_article_publication_date,startup_more_inf_url,startup_levée_de_fonds,startup_founders,startup_Number_of_employees,startup_web_site_url,startup_phone,startup_email
La fintech Pennylane annonce une levée de 50 millions d’euros,50 millions euros,31/01/2022,https://www.jaimelesstartups.fr/news/la-fintech-pennylane-annonce-une-levee-de-50-millions-deuros/,,,,,,
Meilisearch annonce une levée de 5 millions de dollars,5000000$,31/01/2022,https://www.jaimelesstartups.fr/news/meilisearch-annonce-une-levee-de-5-millions-de-dollars/,,,,,,
"Chilowé annonce une nouvelle levée de 2,5 millions d’euros",2 500 000,28/01/2022,https://www.jaimelesstartups.fr/news/chilowe-annonce-une-nouvelle-levee-de-25-millions-deuros/,,,,,,
"Cysec annonce une levée de fonds de 3,8 millions d’euros","3,8 millions",28/01/2022,https://www.jaimelesstartups.fr/news/cysec-annonce-une-levee-de-fonds-de-38-millions-deuros/,,,,,,
"NaoX Technologies annonce une levée de fonds de 4,3 M€","4,3 millions d'euros",28/01/2022,https://www.jaimelesstartups.fr/news/naox-technologies-annonce-une-levee-de-fonds-de-43-me/,,,,,,
"fintch lève 1,5 million d’euros en crowdfunding","1,5 million €",27/01/2022,https://www.jaimelesstartups.fr/news/fintch-leve-15-million-deuros-en-crowdfunding/,,,,,,
La Fintech Pretto annonce une levée de fonds de 30 millions d’euros,30 millions,26/01/2022,https://www.jaimelesstartups.fr/news/la-fintech-pretto-annonce-une-levee-de-fonds-de-30-millions-deuros/,,,,,,
Karmen annonce une levée de fonds de 22 millions d’euros,22 000 000€,26/01/2022,https://www.jaimelesstartups.fr/news/karmen-annonce-une-levee-de-fonds-de-22-millions-deuros/,,,,,,
Deliverect lève 130 millions d’euros pour son SaaS de gestion de commande,150 millions $,26/01/2022,https://www.jaimelesstartups.fr/news/deliverect-leve-130-millions-deuros-pour-son-saas-de-gestion-de-commande/,,,,,,
Kazoo,307000,25/01/2022,https://www.jaimelesstartups.fr/kazoo-location-du-petit-electromenager-de-seconde-main/,,,,,,
EvidenceB finaliste de la GSV Cup,2 millions,25/01/2022,https://www.jaimelesstartups.fr/news/evidenceb-finaliste-de-la-gsv-cup/,,,,,,
EveRest Studio lance un appel à candidature pour les startups du loisir,5 000 000,24/01/2022,https://www.jaimelesstartups.fr/news/everest-studio-lance-un-appel-a-candidature-pour-les-startups-du-loisir/,,,,,,
Secure-IC lève 20 millions € pour sécuriser l’IoT,20 000 000 €,24/01/2022,https://www.jaimelesstartups.fr/news/secure-ic-leve-20-millions-e-pour-securiser-liot/,,,,,,
"fluctuo lève 1,6 million d’euros",1 600 000 €,21/01/2022,https://www.jaimelesstartups.fr/news/fluctuo-leve-16-million-deuros/,,,,,,
IGRANE COSMETICS,170000,20/01/2022,https://www.jaimelesstartups.fr/igrane-cosmetics-cosmetique-a-base-dhuile-dargan/,,,,,,
spendesk lève 100 millions € et devient une licorne,100 millions $,19/01/2022,https://www.jaimelesstartups.fr/news/spendesk-leve-100-millions-e-et-devient-une-licorne/,,,,,,
Excellence Soutien Scolaire,120000,18/01/2022,https://www.jaimelesstartups.fr/excellence-soutien-scolaire-plateforme-e-learning-pour-apprendre-en-samusant/,,,,,,
FinStart lève 4 millions d’euros pour digitaliser le conseil en banque,4 M €,18/01/2022,https://www.jaimelesstartups.fr/news/finstart-leve-4-millions-deuros-pour-digitaliser-le-conseil-en-banque/,,,,,,
Rewind lève 700k€ en Seed,700 K€,18/01/2022,https://www.jaimelesstartups.fr/news/rewind-leve-700ke-en-seed/,,,,,,
OMENA,400000,17/01/2022,https://www.jaimelesstartups.fr/omena-appli-pour-une-menopause-sereine/,,,,,,
Whympr acquiert l’app cartographique iPhiGéNie,2200000€,17/01/2022,https://www.jaimelesstartups.fr/news/whympr-acquiert-lapp-cartographique-iphigenie/,,,,,,
Exotec annonce une levée de fonds de 335 millions de dollars et deviens une licorne,335 M $,17/01/2022,https://www.jaimelesstartups.fr/news/exotec-annonce-une-levee-de-fonds-de-335-millions-de-dollars-et-deviens-une-licorne/,,,,,,
Yavin,1 200 000,14/01/2022,https://www.jaimelesstartups.fr/yavin-terminal-de-paiement-sur-android/,,,,,,
Polochon & Cie finalise une levée de fonds de 400 000€,400 000 €,14/01/2022,https://www.jaimelesstartups.fr/news/polochon-cie-finalise-une-levee-de-fonds-de-400-000e/,,,,,,
Kili Technology part à la conquête du marché américain de l’IA,25 millions €,14/01/2022,https://www.jaimelesstartups.fr/news/kili-technology-part-a-la-conquete-du-marche-americain-de-lia/,,,,,,
Opendatasoft lève 21 millions d’euros,21 millions,13/01/2022,https://www.jaimelesstartups.fr/news/opendatasoft-leve-21-millions-deuros/,,,,,,
Sellsy lève 55 millions d’euros pour accélérer sa croissance et devenir le leader européen du crm pour les PME,55 millions,12/01/2022,https://www.jaimelesstartups.fr/news/sellsy-leve-55-millions-deuros-pour-accelerer-sa-croissance-et-devenir-le-leader-europeen-du-crm-pour-les-pme/,,,,,,
Qonto effectue une levée de fonds record de 486 millions d’euros,486 millions,11/01/2022,https://www.jaimelesstartups.fr/news/qonto-effectue-une-levee-de-fonds-record-de-486-millions-deuros/,,,,,,
Agicap recrute 200 personne en 2022,117 500 000€,11/01/2022,https://www.jaimelesstartups.fr/news/agicap-recrute-200-personne-en-2022/,,,,,,
Ankorstore lève 250 M€ et devient une licorne,250 millions,10/01/2022,https://www.jaimelesstartups.fr/news/ankorstore-leve-250-me-et-devient-une-licorne/,,,,,,
Heex Technologies,1M€,27/12/2021,https://www.jaimelesstartups.fr/heex-technologies-outil-de-traitemetn-de-la-donnee-pour-creer-ia/,,,,,,
Ternoa annonce une levée de fonds de 4 millions d’euros (en crypto),4 000 000 €,20/12/2021,https://www.jaimelesstartups.fr/news/ternoa-annonce-une-levee-de-fonds-de-4-millions-deuros-en-crypto/,,,,,,
Fineheart finalise sa série B pour un montant de 21 millions euros,21,16/12/2021,https://www.jaimelesstartups.fr/news/fineheart-finalise-sa-serie-b-pour-un-montant-de-21-millions-euros/,,,,,,
MyVariations,Seed,14/12/2021,https://www.jaimelesstartups.fr/myvariations-brosse-a-dent-sonique-couplee-a-un-abonnement-de-tete-de-brosse-a-dent/,,,,,,
"Carsell annonce une levée de fonds de 2,2 millions d’euros","2,2 millions d'euros",14/12/2021,https://www.jaimelesstartups.fr/news/carsell-annonce-une-levee-de-fonds-de-22-millions-deuros/,,,,,,
GEST AND LOC annonce sa première levée de fonds,1 million d'euros,14/12/2021,https://www.jaimelesstartups.fr/news/gest-and-loc-annonce-sa-premiere-levee-de-fonds/,,,,,,
Feelback,800k,09/12/2021,https://www.jaimelesstartups.fr/feelback-appli-de-visio-professionelle/,,,,,,
Lydia lève plus de 100 millions de dollars et devient une “licorne” française,100 millions $,08/12/2021,https://www.jaimelesstartups.fr/news/lydia-leve-plus-de-100-millions-de-dollars-et-devient-une-licorne-francaise/,,,,,,
"Greenmetrics lève 1,8 million d’euros","1,8 millions d'euros",08/12/2021,https://www.jaimelesstartups.fr/news/greenmetrics-leve-18-million-deuros/,,,,,,
Pandobac,"1,2M€",07/12/2021,https://www.jaimelesstartups.fr/pandobac-solutions-logistiques-zero-dechet/,,,,,,
VERITISE,5 Millions à ce jour,07/12/2021,https://www.jaimelesstartups.fr/veritise-verification-et-certification-basee-sur-la-blockchain/,,,,,,
KINVENT annonce une levée de 6 millions d’euros,6 000 000€,07/12/2021,https://www.jaimelesstartups.fr/news/kinvent-annonce-une-levee-de-6-millions-deuros/,,,,,,
Gare ta Bécane,,06/12/2021,https://www.jaimelesstartups.fr/gare-ta-becane-plateforme-de-place-de-parking-pour-deux-roues/,,,,,,
Papyhappy annonce une levee de fonds d’un million d’euros,1 000 000,06/12/2021,https://www.jaimelesstartups.fr/news/papyhappy-annonce-une-levee-de-fonds-dun-million-deuros/,,,,,,
"Kaptain Charlie by askR.ai lève 1,5 million d’euros",1 500 000€,03/12/2021,https://www.jaimelesstartups.fr/news/kaptain-charlie-by-askr-ai-leve-15-million-deuros/,,,,,,
BEESK,700 000,02/12/2021,https://www.jaimelesstartups.fr/beesk-commercialisation-de-produits-alimentaires-hors-normes/,,,,,,
"Ici Présent! annonce une levée de fonds d’1,2 millions d’euros",1 200 000 €,01/12/2021,https://www.jaimelesstartups.fr/news/ici-present-annonce-une-levee-de-fonds-d12-millions-deuros/,,,,,,
Little Cigogne annonce une levée de fonds de 10 millions d’euros,10 000 000 €,01/12/2021,https://www.jaimelesstartups.fr/news/little-cigogne-annonce-une-levee-de-fonds-de-10-millions-deuros/,,,,,,
Tumult,50000,30/11/2021,https://www.jaimelesstartups.fr/tumult-lappli-de-podcast-social/,,,,,,
"Partech lance Partech Growth II, son deuxième fonds Growth, de 750 millions de dollars",750 000 000 €,30/11/2021,https://www.jaimelesstartups.fr/news/partech-lance-partech-growth-ii-son-deuxieme-fonds-growth-de-750-millions-de-dollars/,,,,,,
Osol annonce une levée de fonds de 3 millions d’euros,3000000,30/11/2021,https://www.jaimelesstartups.fr/news/osol-annonce-une-levee-de-fonds-de-3-millions-deuros/,,,,,,
"Keypup annonce une levée de fonds d’1,4 million d’euros",1 400 000 euros,29/11/2021,https://www.jaimelesstartups.fr/news/keypup-annonce-une-levee-de-fonds-d14-millions-deuros/,,,,,,
CertidDeal annonce une levée de fonds de 15 millions d’euros,15 millions d'euros,29/11/2021,https://www.jaimelesstartups.fr/news/certiddeal-annonce-une-levee-de-fonds-de-15-millions-deuros/,,,,,,
Plug In Digital annonce une levée de fonds de 70M€,70 000 000,26/11/2021,https://www.jaimelesstartups.fr/news/plug-in-digital-annonce-une-levee-de-fonds-de-70me/,,,,,,
Akoustic Arts,Plusieurs millions en Seed,25/11/2021,https://www.jaimelesstartups.fr/akoustic-arts-enceinte-directionnelle/,,,,,,
CloudFret,550000$,23/11/2021,https://www.jaimelesstartups.fr/cloudfret-marketplace-pour-le-transport-de-marchandises/,,,,,,
"Searoutes annonce une levée de fonds de 2,4 millions d’euros",2 400 000 €,23/11/2021,https://www.jaimelesstartups.fr/news/searoutes-annonce-une-levee-de-fonds-de-24-millions-deuros/,,,,,,
"Walkie Talkie une plateforme audio qui lève $3,25M","3,5 millions de $",23/11/2021,https://www.jaimelesstartups.fr/news/walkie-talkie-une-plateforme-audio-qui-leve-325m/,,,,,,
Berger-World,350 000€,22/11/2021,https://www.jaimelesstartups.fr/berger-world-eau-solide-pour-les-plantes/,,,,,,
"Everping annonce une levée de fonds de 1,8M€",1800000,22/11/2021,https://www.jaimelesstartups.fr/news/everping-annonce-une-levee-de-fonds-de-18me/,,,,,,
Edusign annonce une levée de fonds d’1 million €,1 million d'euros,19/11/2021,https://www.jaimelesstartups.fr/news/edusign-annonce-une-levee-de-fonds-d1-million-e/,,,,,,
ADN.ai lance son 1er Observatoire sur les tendances du marché,200 000,19/11/2021,https://www.jaimelesstartups.fr/news/adn-ai-lance-son-1er-observatoire-sur-les-tendances-du-marche/,,,,,,
SilverZen,,18/11/2021,https://www.jaimelesstartups.fr/vivolcab-est-un-service-de-transport-pour-les-seniors/,,,,,,
Brandquad annonce un bridge de 2.5 millions d’euros,2.5 M€,18/11/2021,https://www.jaimelesstartups.fr/news/brandquad-annonce-un-bridge-de-2-5-millions-deuros/,,,,,,
Mon Petit Placement lève 6 millions d’euros,6 000 000,18/11/2021,https://www.jaimelesstartups.fr/news/mon-petit-placement-leve-6-millions-deuros/,,,,,,
Quandela annonce une levée de fonds de 15 M€,15 000 000,17/11/2021,https://www.jaimelesstartups.fr/news/quandela-annonce-une-levee-de-fonds-de-15-me/,,,,,,
Brickmeup lève 800 000 euros,800 000,17/11/2021,https://www.jaimelesstartups.fr/news/brickmeup-leve-800-000-euros/,,,,,,
Moneybounce,500 000,09/11/2021,https://www.jaimelesstartups.fr/moneybounce-mini-pret-etudians-en-ligne/,,,,,,
StockPro annonce une levée de fonds de 4 millions,4 millions d'euros,09/11/2021,https://www.jaimelesstartups.fr/news/stockpro-annonce-une-levee-de-fonds-de-4-millions/,,,,,,
Holiworking,1 000 000,08/11/2021,https://www.jaimelesstartups.fr/holiworking-teletravail-a-linternational/,,,,,,
Groover lève 6 millions d’euros pour accélérer son développement à l’international,6 millions €,05/11/2021,https://www.jaimelesstartups.fr/news/groover-leve-6-millions-deuros-pour-accelerer-son-developpement-a-linternational/,,,,,,
Cocoparks annonce une levée de fonds de 600 K€,600000,05/11/2021,https://www.jaimelesstartups.fr/news/cocoparks-annonce-une-levee-de-fonds-de-600-ke/,,,,,,
Aktiia annonce une levée de 17.5 millions de dollars,17.5 millions $,03/11/2021,https://www.jaimelesstartups.fr/news/atera-annonce-une-levee-de-17-5-millions-de-dollars/,,,,,,
SupAirVision annonce une levée de fonds d’un million d’euros,1000000,03/11/2021,https://www.jaimelesstartups.fr/news/supairvision-annonce-une-levee-de-fonds-dun-million-deuros/,,,,,,
Plan A annonce une levée de 10 millions de $,10 000 000 USD,03/11/2021,https://www.jaimelesstartups.fr/news/plan-a-annonce-une-levee-de-10-millions-de/,,,,,,
Viatic,60 000€,02/11/2021,https://www.jaimelesstartups.fr/viatic-pilotermacommune-outil-pour-les-communes/,,,,,,
Lifeaz annonce une levée de fonds de 4M€,,02/11/2021,https://www.jaimelesstartups.fr/news/lifeaz-annonce-une-levee-de-fonds-de-4me/,,,,,,
Uplaw annonce une levée d’un million d’euros,1 000 000,29/10/2021,https://www.jaimelesstartups.fr/news/uplaw-annonce-une-levee-dun-million-deuros/,,,,,,
barePack,/,28/10/2021,https://www.jaimelesstartups.fr/barepack-emballages-repas-reutilisables/,,,,,,
"Rzilient annonce une levee de fonds de 1,3 millions d’euros",1 300 000 euros,28/10/2021,https://www.jaimelesstartups.fr/news/rzilient-annonce-une-levee-de-fonds-de-13-millions-deuros/,,,,,,
Fintecture,26 millions €,27/10/2021,https://www.jaimelesstartups.fr/fintecture-plateforme-open-banking-pour-reduire-les-frais-de-transactions/,,,,,,
PIEPACKER annonce une levée de fonds de 12 millions de dollars,12 000 000$,25/10/2021,https://www.jaimelesstartups.fr/news/piepacker-annonce-une-levee-de-fonds-de-12-millions-de-dollars/,,,,,,
DentalMonitoring devient une licorne française,150 millions de dollars,22/10/2021,https://www.jaimelesstartups.fr/news/dentalmonitoring-devient-une-licorne-francaise/,,,,,,
Lynx Educate,1 300 000 €,20/10/2021,https://www.jaimelesstartups.fr/lynx-educate-plateforme-deducation-et-formations-pour-les-salaries/,,,,,,
Algama reçoit une subvention de 2 millions d’euros,2 Millions d'€,19/10/2021,https://www.jaimelesstartups.fr/news/algama-recoit-une-subvention-de-2-millions-deuros/,,,,,,
Depanneo,1000000 €,15/10/2021,https://www.jaimelesstartups.fr/depanneo-plateforme-de-depannage-et-reaparations/,,,,,,
moka care,"2,5 millions d'€",15/10/2021,https://www.jaimelesstartups.fr/moka-care-prendre-soin-de-la-sante-mentale-de-ses-collaborateurs/,,,,,,
"MoonBikes lève 4,5 millions d’€ en série B","4,5 M€",15/10/2021,https://www.jaimelesstartups.fr/news/moonbikes-leve-45-millions-de-en-serie-b/,,,,,,
heypster,200 000,14/10/2021,https://www.jaimelesstartups.fr/heypster-gif-plateforme-de-gif/,,,,,,
Lily facilite la vie annonce une levée de fonds de 500 K€,500K€,14/10/2021,https://www.jaimelesstartups.fr/news/lily-facilite-la-vie-annonce-une-levee-de-fonds-de-500-ke/,,,,,,
Work With Island lève 600 000 euros,600 000,14/10/2021,https://www.jaimelesstartups.fr/news/work-with-island-leve-600-000-euros/,,,,,,
L’elysée devoile le plan France 2030,30 milliards d'euros,13/10/2021,https://www.jaimelesstartups.fr/news/lelysee-devoile-le-plan-france-2030/,,,,,,
La MedTech ROFIM lève 5 millions d’euros en série A,5 milions €,12/10/2021,https://www.jaimelesstartups.fr/news/la-medtech-rofim-leve-5-millions-deuros-en-serie-a/,,,,,,
Swile lève 200 millions $ et deviens une licorne,200 millions $,11/10/2021,https://www.jaimelesstartups.fr/news/swile-leve-200-millions-et-deviens-une-licorne/,,,,,,
Olimpe Technology,360 000 €,11/10/2021,https://www.jaimelesstartups.fr/olimpe-technology-technologie-de-desinfection-ecologique-de-leau-grace-a-lelectrolyse/,,,,,,
Addworking lève 6 millions d’euros,6 millions d’euros,08/10/2021,https://www.jaimelesstartups.fr/news/addworking-leve-6-millions-deuros/,,,,,,
Estimeo,900 000,06/10/2021,https://www.jaimelesstartups.fr/estimeo-estime-la-valorisation-dune-startup/,,,,,,
"Stimio lève 1,7M d’euros","1,7M EUR",06/10/2021,https://www.jaimelesstartups.fr/news/stimio-leve-17m-deuros/,,,,,,
Graphcore et Hugging Face 🤗 nouent un partenariat,310 Millions $,06/10/2021,https://www.jaimelesstartups.fr/news/graphcore-et-hugging-face-%f0%9f%a4%97-nouent-un-partenariat/,,,,,,
Jho ouvre un pop up store à Paris,2 000 000,05/10/2021,https://www.jaimelesstartups.fr/news/jho-ouvre-un-pop-up-store-a-paris/,,,,,,
Storyfox lève 1 millions d’euros,1000000,04/10/2021,https://www.jaimelesstartups.fr/news/storyfox-leve-1-millions-deuros/,,,,,,
Helios,non communiquée,01/10/2021,https://www.jaimelesstartups.fr/helios-le-premier-compte-courant-qui-se-soucie-de-lenvironnement/,,,,,,
"Anamnese lève 1,6 millions d’euros",1 600 000,30/09/2021,https://www.jaimelesstartups.fr/news/anamnese-leve-16-millions-deuros/,,,,,,
Les Bornées : rendre le cyclisme et le triathlon accessibles,1 000 000,30/09/2021,https://www.jaimelesstartups.fr/news/les-bornees-rendre-le-cyclisme-et-le-triathlon-accessibles/,,,,,,
Coorpacademy,10M€,29/09/2021,https://www.jaimelesstartups.fr/coorpacademy-plateforme-de-formation-en-ligne/,,,,,,
Witco annonce une levée de fonds de 12 millions d’euros,14 000 000 $,29/09/2021,https://www.jaimelesstartups.fr/news/witco-annonce-une-levee-de-fonds-de-12-millions-deuros/,,,,,,
HUBLO lève 22 millions d’euros,22 millions €,28/09/2021,https://www.jaimelesstartups.fr/news/hublo-leve-22-millions-deuros/,,,,,,
Masteos lève 15M€,15 M€,27/09/2021,https://www.jaimelesstartups.fr/news/masteos-annonce-une-levee-de-fonds-de-masteos-15me/,,,,,,
Enerbee,2 000 000,24/09/2021,https://www.jaimelesstartups.fr/enerbee-energy-harvesting-haute-performance-pour-liot/,,,,,,
Saqara lève 9 millions d’euros et devient Saqara,9 millions d'euros,24/09/2021,https://www.jaimelesstartups.fr/news/saqara-leve-9-millions-deuros-et-devient-saqara/,,,,,,
"Horse Republic lève 1,5 millions euros pour accélérer sa croissance",1 500 000 €,24/09/2021,https://www.jaimelesstartups.fr/news/horse-republic-leve-15-millions-euros-pour-accelerer-sa-croissance/,,,,,,
Mirakl annonce une levée de 555 millions de $,555 millions de $,23/09/2021,https://www.jaimelesstartups.fr/news/mirakl-annonce-une-levee-de-555-millions-de/,,,,,,
Bellman lève 11 millions d’euros,11 000 000€,23/09/2021,https://www.jaimelesstartups.fr/news/bellman-leve-11-millions-deuros/,,,,,,
"Yuno, la start-up qui revisite l’investissement locatif, lève 200 000 euros",200000,22/09/2021,https://www.jaimelesstartups.fr/news/yuno-nnonce-un-premier-financement-de-200-000-e/,,,,,,
Yapily,51 millions de dollars,22/09/2021,https://www.jaimelesstartups.fr/news/yapily/,,,,,,
Sorare lève 680 millions de dollars en série B,680 millions de $,21/09/2021,https://www.jaimelesstartups.fr/news/sorare-leve-680-millions-de-dollars-en-serie-b/,,,,,,
Fabriq : le tour de France du savoir-faire industriel,500 000€,21/09/2021,https://www.jaimelesstartups.fr/news/fabriq-le-tour-de-france-du-savoir-faire-industriel/,,,,,,
BRIK,"1,5 million d'euros",21/09/2021,https://www.jaimelesstartups.fr/news/brik/,,,,,,
air up,40 millions d'euros,21/09/2021,https://www.jaimelesstartups.fr/news/air-up/,,,,,,
Cuidam,,20/09/2021,https://www.jaimelesstartups.fr/cuidam-la-plateforme-pour-lutter-contre-le-harcelement-en-entreprise/,,,,,,
Elamp,2 millions,17/09/2021,https://www.jaimelesstartups.fr/elamp-solution-de-cartographie-de-competences/,,,,,,
La Grangette,Non,16/09/2021,https://www.jaimelesstartups.fr/la-grangette-meuble-pour-cultiver-des-herbes-fraiches/,,,,,,
Biotyfood lève 750 000 euros,750 000 €,16/09/2021,https://www.jaimelesstartups.fr/news/biotyfood-annonce-une-levee-de-fonds-de-750-000-euros/,,,,,,
Skello lève 40 millions € pour devenir leader de la gestion de planning en Europe,40 millions €,16/09/2021,https://www.jaimelesstartups.fr/news/skello-leve-40-millions-e-pour-devenir-leader-de-la-gestion-de-planning-en-europe/,,,,,,
SENDCLOUD lève 150 millions d’euros,150 000 000,16/09/2021,https://www.jaimelesstartups.fr/news/sendcloud-sendcloud-leve-150-millions-deuros/,,,,,,
Aviatrix,200 000 000$,16/09/2021,https://www.jaimelesstartups.fr/news/aviatrix/,,,,,,
ASSURLY utilise le nombre de pas pour ajuster sa tarification,6 000 000 €,16/09/2021,https://www.jaimelesstartups.fr/news/assurly-utilise-le-nombre-de-pas-par-jour-pour-ajuster-sa-tarification/,,,,,,
AirCampus,1 500 000,15/09/2021,https://www.jaimelesstartups.fr/news/aircampus/,,,,,,
RDI-Manager,500 000,14/09/2021,https://www.jaimelesstartups.fr/rdi-manager-cahier-de-recherche-en-ligne/,,,,,,
Vite Mon Marché,5 millions d'euros,14/09/2021,https://www.jaimelesstartups.fr/news/vite-mon-marche/,,,,,,
Madeinvote,"1,2 million",13/09/2021,https://www.jaimelesstartups.fr/madeinvote-plateforme-pour-creer-des-enquetes-consommateurs/,,,,,,
JIB lève 800 000€,800000,13/09/2021,https://www.jaimelesstartups.fr/news/jib-annonce-une-levee-de-fonds-de-800-000e/,,,,,,
"Wyca Robotics lève 1,6 Million d’euros",1.6 million d'euros,13/09/2021,https://www.jaimelesstartups.fr/news/wyca-robotics-annonce-une-levee-de-fond-de-16-million-deuros/,,,,,,
Atoptima,1200000,10/09/2021,https://www.jaimelesstartups.fr/news/atoptima-leve-12-million-deuros/,,,,,,
Koovea,"2,5 Millions €",08/09/2021,https://www.jaimelesstartups.fr/news/koovea-leve-2-5-millions-deuros/,,,,,,
Ponicode,4 millions de $,07/09/2021,https://www.jaimelesstartups.fr/news/ponicode/,,,,,,
Artur’In,50 millions $,06/09/2021,https://www.jaimelesstartups.fr/news/arturin-est-partenaire-du-nouveau-programme-smart-business-pro-du-lcl/,,,,,,
Mooncard,20 millions €,03/09/2021,https://www.jaimelesstartups.fr/news/mooncard-annonce-une-levee-de-fonds-de-20-millions-deuros/,,,,,,
Actelo,400000€,01/09/2021,https://www.jaimelesstartups.fr/news/actelo-annonce-une-levee-de-fonds/,,,,,,
K-Ops,1M CAD (671K €),27/08/2021,https://www.jaimelesstartups.fr/paronyx-inc-outil-de-collaboration-pour-les-professionnels-du-btp/,,,,,,
Bolt lève 600 millions d’euros,600 000 000 €,03/08/2021,https://www.jaimelesstartups.fr/news/bolt-leve-600-millions-deuros/,,,,,,
Miap,500k€,30/07/2021,https://www.jaimelesstartups.fr/miap-menu-digital-via-qr-code-pour-click-and-collect-bornes-interactives-ventes-a-emporter/,,,,,,
Gravitee io lève 9 millions d’euros,9 millions d'euros,26/07/2021,https://www.jaimelesstartups.fr/news/gravitee-io-leve-9-millions-deuros/,,,,,,
allcolibri,500 000 €,23/07/2021,https://www.jaimelesstartups.fr/allcolibri/,,,,,,
Choco,82 500 000,21/07/2021,https://www.jaimelesstartups.fr/news/choco-annonce-une-levee-de-fonds-de-825-me/,,,,,,
My Express Driver,1 000 000,20/07/2021,https://www.jaimelesstartups.fr/my-express-driver-location-de-voiture-gratuit/,,,,,,
WizyVision,700 000 €,16/07/2021,https://www.jaimelesstartups.fr/news/wizyvision-trophees-cloud-de-lannee-2021/,,,,,,
Value Feet,500000,15/07/2021,https://www.jaimelesstartups.fr/value-feet-scanner-pour-creer-le-fer-a-cheval-parfait/,,,,,,
IADYS,1 570 000,13/07/2021,https://www.jaimelesstartups.fr/iadys-jellyfishbot-robot-bateau-qui-nettoye-les-oceans/,,,,,,
Whispeak,560 000€,13/07/2021,https://www.jaimelesstartups.fr/whispeak-solution-de-reconnaissance-vocale/,,,,,,
ibani,,12/07/2021,https://www.jaimelesstartups.fr/ibani-changer-de-devises-en-lignee/,,,,,,
Alancienne,399 100 € collectés,12/07/2021,https://www.jaimelesstartups.fr/alancienne-livraison-de-produits-aagroecologie/,,,,,,
Assurly annonce une levée de fonds de 6 millions d’€,6000000,07/07/2021,https://www.jaimelesstartups.fr/news/assurly-annonce-une-levee-de-fonds-de-6-millions-de/,,,,,,
Asking Franklin,Pas de levée de fond,06/07/2021,https://www.jaimelesstartups.fr/news/asking-franklin-outil-en-ligne-assistant-redaction-seo/,,,,,,
Addmin,250000,05/07/2021,https://www.jaimelesstartups.fr/addmin-application-de-traitement-et-dautomatisation-des-documents-personels/,,,,,,
COME IN VR,500 000€,05/07/2021,https://www.jaimelesstartups.fr/come-in-vr-formation-professionnelle-realitee-virtuelle/,,,,,,
"Umiami annonce une levée de 1,5 million d’euros","2,3 millions €",05/07/2021,https://www.jaimelesstartups.fr/news/umiami-annonce-une-levee-de-15-million-deuros/,,,,,,
Creative Factory Selection,"15,5 millions d’euros",05/07/2021,https://www.jaimelesstartups.fr/news/creative-factory-selection/,,,,,,
Pitchy,6.5M,01/07/2021,https://www.jaimelesstartups.fr/pitchy-outil-de-creation-video-saas/,,,,,,
Alma Heritage,nul,30/06/2021,https://www.jaimelesstartups.fr/news/alma-heritage-plateforme-solidaire-de-reservation-de-sejours/,,,,,,
"Scaleflex lève 2,5 millions €",2 500 000 €,29/06/2021,https://www.jaimelesstartups.fr/news/scaleflex-leve-2-5-me/,,,,,,
Kitch’n Box lève 7 millions €,7 millions d'euros,29/06/2021,https://www.jaimelesstartups.fr/news/kitchn-box-leve-7-millions-e/,,,,,,
Dishop,100000,28/06/2021,https://www.jaimelesstartups.fr/dishop-solution-de-commande-en-ligne-pour-restaurant/,,,,,,
Mon Hangar,400000,28/06/2021,https://www.jaimelesstartups.fr/mon-hangar/,,,,,,
Beebs lève 3 M€,3M€,25/06/2021,https://www.jaimelesstartups.fr/news/beebs-annonce-une-levee-de-fonds-de-3me/,,,,,,
Shayp,1900000,23/06/2021,https://www.jaimelesstartups.fr/shayp-solution-de-detection-du-gaspillage-deau-dans-les-immeubles/,,,,,,
Hoggo lève 11 millions €,€11M,23/06/2021,https://www.jaimelesstartups.fr/news/hoggo-leve-11-millions-e/,,,,,,
ecoRobotix,"14,7 millions $",21/06/2021,https://www.jaimelesstartups.fr/news/ecorobotix-annonce-une-levee-de-fonds-de-14-7-millions/,,,,,,
Meta API,"1,05 million d'euros",21/06/2021,https://www.jaimelesstartups.fr/news/meta-api-annonce-une-levee-de-fonds-1-million-deuros/,,,,,,
Blockpulse,1 000 000€,21/06/2021,https://www.jaimelesstartups.fr/news/blockpulse-annonce-une-levee-de-fonds-dun-million-deuros/,,,,,,
MerciYanis annonce une levée de fonds d’1 million d’euros,1 000 000 €,18/06/2021,https://www.jaimelesstartups.fr/news/merciyanis-annonce-une-levee-de-fonds-d1-million-deuros/,,,,,,
AUM BIOSYNC annonce une levée de fonds de 3 millions d’euros,3 millions d’euros,18/06/2021,https://www.jaimelesstartups.fr/news/aum-biosync-annonce-une-levee-de-fonds-de-3-millions-deuros/,,,,,,
Regate,7000000,10/06/2021,https://www.jaimelesstartups.fr/regate-la-plateforme-pensee-par-des-comptables-pour-des-comptables/,,,,,,
Perdième,NC,10/06/2021,https://www.jaimelesstartups.fr/perdieme-culottes-menstruelles-et-des-soutien-gorges-assortis/,,,,,,
ENTRE KIDSPRENEURS,NA,09/06/2021,https://www.jaimelesstartups.fr/entre-kidspreneurs-formations-ludiques-et-innovantes/,,,,,,
