startup_name,startup_amount_invested,startup_article_publication_date,startup_more_inf_url,startup_levée_de_fonds,startup_founders,startup_Number_of_employees,startup_web_site_url,startup_phone,startup_email
OOrion,50 000 €,26/04/2023,https://www.jaimelesstartups.fr/oorion-application-pour-deficients-visuels/,,,,,,
Écotable,300 000,26/04/2023,https://www.jaimelesstartups.fr/ecotable-accompagne-les-restaurateurs-dans-le-developpement-durable/,,,,,,
Asap work annonce une levée de fonds de 5 millions € pour digitaliser le recrutement dans le BTP,"5,000,000 €",20/04/2023,https://www.jaimelesstartups.fr/news/asap-work-annonce-une-levee-de-fonds-de-5-millions-e-pour-digitaliser-le-recrutement-dans-le-btp/,,,,,,
worklib annonce une levée de 10 millions € et le rachat de Neo-nomade,10 000 000€,18/04/2023,https://www.jaimelesstartups.fr/news/worklib-annonce-une-levee-de-10-millions-e-et-le-rachat-de-neo-nomade/,,,,,,
Cardiawave rejoint la 1ere promo du French Tech Health20,30 000 000,17/04/2023,https://www.jaimelesstartups.fr/news/cardiawave-rejoint-la-1ere-promo-du-french-tech-health20/,,,,,,
"Qontrol annonce une levée de 1,5 millions d’euros",1 500 000 €,12/04/2023,https://www.jaimelesstartups.fr/news/qontrol-annonce-une-levee-de-15-millions-deuros/,,,,,,
"Tallyos annonce une levée de fonds de 1,4 M€",1 400 000 €,11/04/2023,https://www.jaimelesstartups.fr/news/tallyos-annonce-une-levee-de-fonds-de-14-me/,,,,,,
FEED EASY,52000,07/04/2023,https://www.jaimelesstartups.fr/feed-easy-planification-de-repas-cuisines/,,,,,,
Medaviz rejoint le Service d’Accès aux Soins de l’ANS,6 000 000€,06/04/2023,https://www.jaimelesstartups.fr/news/medaviz-rejoint-le-service-dacces-aux-soins-de-lans/,,,,,,
LEARNING ROBOTS,800 000 €,05/04/2023,https://www.jaimelesstartups.fr/learning-robots-solution-pour-apprendre-intelligence-artificielle/,,,,,,
GEDEON annonce une levée de fonds de 2 millions d’euros,2 millions €,05/04/2023,https://www.jaimelesstartups.fr/news/gedeon-annonce-une-levee-de-fonds-de-2-millions-deuros/,,,,,,
Tenacy poursuit sa croissance et recrute 15 personnes,2500000,05/04/2023,https://www.jaimelesstartups.fr/news/tenacy-poursuit-sa-croissance-et-recrute-15-personnes/,,,,,,
eCursus,100000€,04/04/2023,https://www.jaimelesstartups.fr/ecursus-plateforme-de-soutien-scolaire-en-visio/,,,,,,
KillBills annonce une levée de fonds de 4 millions d’euros,4 000 000,03/04/2023,https://www.jaimelesstartups.fr/news/killbills-annonce-une-levee-de-fonds-de-4-millions-deuros/,,,,,,
Fairjungle annonce une levée de fonds de 4 millions d’euros,4 000 000,03/04/2023,https://www.jaimelesstartups.fr/news/fairjungle-annonce-une-levee-de-fonds-de-4-millions-deuros/,,,,,,
DataDome annonce une levée de 42 millions de dollars,42 millions de $,31/03/2023,https://www.jaimelesstartups.fr/news/datadome-annonce-une-levee-de-42-millions-de-dollars/,,,,,,
Ledger annonce une levée de 100 millions d’euros,100 millions,31/03/2023,https://www.jaimelesstartups.fr/news/ledger-annonce-une-levee-de-100-millions-deuros/,,,,,,
DOCORGA,110 000 € en 2019,30/03/2023,https://www.jaimelesstartups.fr/docorga-plateoforme-pour-gerer-sa-reeducation-en-ligne/,,,,,,
"Glopal, la solution d’e-commerce transfrontalier, annonce une levée de 20 millions d’euros",20 Millions €,29/03/2023,https://www.jaimelesstartups.fr/news/glopal-la-solution-de-commerce-transfrontalier-annonce-une-levee-de-20-millions-deuros/,,,,,,
LIKEWATT,600 000,27/03/2023,https://www.jaimelesstartups.fr/likewatt-outil-dimensionnement-autoconsommation-electrique/,,,,,,
"Unipile annonce une levée de fonds d’1,5 millions d’euros",1500000€,24/03/2023,https://www.jaimelesstartups.fr/news/unipile-annonce-une-levee-de-fonds-d15-millions-deuros/,,,,,,
Medaviz et la CSMF signent une charte de la télémédecine,6 000 000€,23/03/2023,https://www.jaimelesstartups.fr/news/medaviz-et-la-csmf-signent-une-charte-de-la-telemedecine/,,,,,,
Chango annonce une levée de fonds de 2 millions €,2M€,21/03/2023,https://www.jaimelesstartups.fr/news/chango-annonce-une-levee-de-fonds-de-2-millions-e/,,,,,,
Modjo Cosmetics annonce une levée de fonds d’1 million d’euros,1 000 000,21/03/2023,https://www.jaimelesstartups.fr/news/modjo-cosmetics-annonce-une-levee-de-fonds-d1-million-deuros/,,,,,,
Neo by Nature,1M,15/03/2023,https://www.jaimelesstartups.fr/neo-by-nature-gel-douche-rechargeable/,,,,,,
Fleeti annonce une levée de fonds de 3 millions d’euros,3 000 000,13/03/2023,https://www.jaimelesstartups.fr/news/fleeti-annonce-une-levee-de-fonds-de-3-millions-deuros/,,,,,,
Les soltutions de téléconsultation de Medaviz sont retenues par NephroCare,6 000 000€,09/03/2023,https://www.jaimelesstartups.fr/news/les-soltutions-de-teleconsultation-de-medaviz-sont-retenues-par-nephrocare/,,,,,,
"Elyn annonce une levée de fonds de 2,5M€",2 500 000,09/03/2023,https://www.jaimelesstartups.fr/news/elyn-annonce-une-levee-de-fonds-de-25me/,,,,,,
Agilitest,1.6M,07/03/2023,https://www.jaimelesstartups.fr/agilitest-saas-automatisation-des-tests-qualite/,,,,,,
Spareka lève 11 millions d’euros pour démocratiser l’autoréparation,11 000 000€,07/03/2023,https://www.jaimelesstartups.fr/news/spareka-leve-11-millions-deuros-pour-democratiser-lautoreparation/,,,,,,
Obvy annonce une levée de fonds de 2 millions d’euros,2000000€,07/03/2023,https://www.jaimelesstartups.fr/news/obvy-annonce-une-levee-de-fonds-de-2-millions-deuros/,,,,,,
SHARVY publie le résultat de son étude sur les parkings d’entreprises,"1,2 millions d'euros en 2020",06/03/2023,https://www.jaimelesstartups.fr/news/sharvy-publie-le-resultat-de-son-etude-sur-les-parkings-dentreprises/,,,,,,
SESAMm annonce une levée de fonds de 35 millions d’euros,€35 millions,03/03/2023,https://www.jaimelesstartups.fr/news/sesamm-annonce-une-levee-de-fonds-de-35-millions-deuros/,,,,,,
GOMECANO annonce une levée de fonds de 2 millions d’euros,2 millions d’euros,03/03/2023,https://www.jaimelesstartups.fr/news/gomecano-annonce-une-levee-de-fonds-de-2-millions-deuros/,,,,,,
Olino,2200000,02/03/2023,https://www.jaimelesstartups.fr/olino-neoassurance-pour-les-pros/,,,,,,
"Ensweet annonce une levée de fonds de 2,4 millions d’euros",2.4 millions d'euros,01/03/2023,https://www.jaimelesstartups.fr/news/ensweet-annonce-une-levee-de-fonds-de-24-millions-deuros/,,,,,,
"SAFTI annonce son entrée dans le French Tech Next40 et enregistre des résultats records en 2022, avec 210 millions de chiffre d’affaires",200 M€,22/02/2023,https://www.jaimelesstartups.fr/news/next40-immobilier/,,,,,,
Tantiem,700000,17/02/2023,https://www.jaimelesstartups.fr/tantiem-immobilier-investissement-gestion-application/,,,,,,
"Hey Pongo, l’assistant marketing des commerçants, lève 5 M€",5 M€,17/02/2023,https://www.jaimelesstartups.fr/news/hey-pongo-lassistant-marketing-des-commercants-leve-5-me/,,,,,,
Medaviz permet à 10 000 étudiants de bénéficier de téléconsultations,6 000 000€,17/02/2023,https://www.jaimelesstartups.fr/news/medaviz-permet-a-10-000-etudiants-de-beneficier-de-teleconsultations/,,,,,,
Evulpo,"CHF 7,7 millions",16/02/2023,https://www.jaimelesstartups.fr/evulpo-plateforme-apprentissage-soutien-scolaire/,,,,,,
JAUQ,250000,16/02/2023,https://www.jaimelesstartups.fr/jauq-jokari-jeu-durable/,,,,,,
bem.builders lève 2 millions d’euros pour intensifier son développement,2 millions d'euros,16/02/2023,https://www.jaimelesstartups.fr/news/bem-builders-leve-2-millions-deuros-pour-intensifier-son-developpement/,,,,,,
Mailinblack annonce une croissance de 25 % de son chiffre d’affaires en 2022,50 000 000€,16/02/2023,https://www.jaimelesstartups.fr/news/mailinblack-annonce-une-croissance-de-25-de-son-chiffre-daffaires-en-2022/,,,,,,
"BLACK TIGER annonce une levée de 14,5 millions d’euros",14.5 Mllions €,07/02/2023,https://www.jaimelesstartups.fr/news/black-tiger-annonce-une-levee-de-145-millions-deuros/,,,,,,
Codistwa Learning,42 000 €,06/02/2023,https://www.jaimelesstartups.fr/codistwa-learning-plateforme-formation-datascience/,,,,,,
Medaviz publie les resultats de son étude annuelle sur la téléconsultation,6 000 000€,03/02/2023,https://www.jaimelesstartups.fr/news/medaviz-publie-les-resultats-de-son-etude-annuelle-sur-la-teleconsultation/,,,,,,
Mailinblack publie son premier baromètre de la sécurité des emails,50 000 000€,03/02/2023,https://www.jaimelesstartups.fr/news/mailinblack-publie-son-premier-barometre-de-la-securite-des-emails/,,,,,,
"Defacto annonce l’accès au financement instantané sur Qonto, Pennylane et Libeo",15 M€,02/02/2023,https://www.jaimelesstartups.fr/news/defacto-annonce-lacces-au-financement-instantane-sur-qonto-pennylane-et-libeo/,,,,,,
"COHORT annonce une levée de fonds de 3,2 millions d’€","3,2 millions",02/02/2023,https://www.jaimelesstartups.fr/news/cohort-annonce-une-levee-de-fonds-de-32-millions-de/,,,,,,
"Emagina annonce une levée de fonds de 1,3 millions €",1300000,27/01/2023,https://www.jaimelesstartups.fr/news/emagina-annonce-une-levee-de-fonds-de-13-millions-e/,,,,,,
"Moten Technologies, la startup qui écoute vos muscles",1 000 000 €,26/01/2023,https://www.jaimelesstartups.fr/news/moten-technologies-la-startup-qui-ecoute-vos-muscles/,,,,,,
Welcome to the Jungle annonce une levée de fonds de 50 millions €,50 millions €,26/01/2023,https://www.jaimelesstartups.fr/news/welcome-to-the-jungle-annonce-une-levee-de-fonds-de-50-millions-e/,,,,,,
Wellness Prévention annonce une levée de 300 K€,300 000 €,25/01/2023,https://www.jaimelesstartups.fr/news/wellness-prevention-annonce-une-levee-de-300-ke-aupres-de-la-bpi/,,,,,,
RÉNOLIB annonce une levée de fonds de 10 millions €,10 000 000,25/01/2023,https://www.jaimelesstartups.fr/news/renolib-annonce-une-levee-de-fonds-de-10-millions-e/,,,,,,
Pasqal spécialiste du Quantum Computing annonce une levée de 100 millions € en série B,100 millions €,24/01/2023,https://www.jaimelesstartups.fr/news/pasqal-specialiste-du-quantum-computing-annonce-une-levee-de-100-millions-e-en-serie-b/,,,,,,
Everping,1 800 000 €,23/01/2023,https://www.jaimelesstartups.fr/everping-outil-gestion-parc-informatique/,,,,,,
Betterway annonce une levée de 4 millions d’euros,4 000 000 €,19/01/2023,https://www.jaimelesstartups.fr/news/betterway-annonce-une-levee-de-4-millions-deuros/,,,,,,
PropTech1 Ventures,44 millions d'euros,19/01/2023,https://www.jaimelesstartups.fr/news/proptech1-ventures/,,,,,,
Joltee,500 000,12/01/2023,https://www.jaimelesstartups.fr/joltee-assurance-pour-vehicules-electriques/,,,,,,
Mycophyto annonce une levée de fonds de 4 millions d’euros en serie B,4 155 000,11/01/2023,https://www.jaimelesstartups.fr/news/mycophyto-annonce-une-levee-de-fonds-de-4-millions-deuros-en-serie-b/,,,,,,
"Bary annonce une levée de fonds d’1,5 millions d’euros",1 500 000 €,10/01/2023,https://www.jaimelesstartups.fr/news/bary-annonce-une-levee-de-fonds-d15-millions-deuros/,,,,,,
La healthtech Amolyt Pharma annonce une levée de 130 millions d’euros en série C,130 millions €,09/01/2023,https://www.jaimelesstartups.fr/news/la-healthtech-amolyt-pharma-annonce-une-levee-de-130-millions-deuros-en-serie-c/,,,,,,
"The Treep annonce une levée de fonds de 1,6 million d’euros","1,600,000",05/01/2023,https://www.jaimelesstartups.fr/news/the-treep-annonce-une-levee-de-fonds-de-16-million-deuros/,,,,,,
e-pocrate,300.000€,03/01/2023,https://www.jaimelesstartups.fr/e-pocrate-plateforme-de-teleconsultation-de-medecine-en-afrique/,,,,,,
Archie annonce une levée d’un million d’euros,+ 1 000 000,22/12/2022,https://www.jaimelesstartups.fr/news/archie-annonce-une-levee-dun-million-deuros/,,,,,,
DATA RECRUTEMENT lance les appels à candidature à son TECH500,500000,21/12/2022,https://www.jaimelesstartups.fr/news/data-recrutement-lance-les-appels-a-candidature-a-son-tech500/,,,,,,
elqano annonce une levée de fonds de 900 000€,900 000 €,15/12/2022,https://www.jaimelesstartups.fr/news/elqano-annonce-une-levee-de-fonds-de-900-000e/,,,,,,
Diversified annonce une levée pré-seed de 500 000€,500 000 €,14/12/2022,https://www.jaimelesstartups.fr/news/diversified-annonce-une-levee-pre-seed-de-500-000e/,,,,,,
Tenacy se deploie à l’international,2 500 000,14/12/2022,https://www.jaimelesstartups.fr/news/tenacy-se-deploie-a-linternational/,,,,,,
Speedinvest annonce un nouveau fonds doté de 500 millions d’euros,500 000 000,14/12/2022,https://www.jaimelesstartups.fr/news/speedinvest-annonce-un-nouveau-fonds-dote-de-500-millions-deuros/,,,,,,
Husprey annonce une levée de fonds de 3 millions d’euros,3 millions d’euros,13/12/2022,https://www.jaimelesstartups.fr/news/husprey-annonce-une-levee-de-fonds-de-3-millions-deuros/,,,,,,
MyTroc annonce une levée de fonds d’1 million d’euros,1M,09/12/2022,https://www.jaimelesstartups.fr/news/mytroc-annonce-une-levee-de-fonds-dun-million-deuros/,,,,,,
Sêmeia annonce une levée de fonds série B de 8 millions d’euros,8 millions,09/12/2022,https://www.jaimelesstartups.fr/news/semeia-annonce-une-levee-de-fonds-serie-b-de-8-millions-deuros/,,,,,,
Wasabi Technologies annonce une série D (aux US) de 15 millions de dollars,15 millions de $,08/12/2022,https://www.jaimelesstartups.fr/news/wasabi-technologies-annonce-une-serie-d-aux-us-de-15-millions-de-dollars/,,,,,,
Supli est racheté par Orderlion,$4 million,08/12/2022,https://www.jaimelesstartups.fr/news/supli-est-rachete-par-orderlion/,,,,,,
IRIS lève 150 M€ pour son nouveau fonds d’amorçage,150 Millions €,08/12/2022,https://www.jaimelesstartups.fr/news/iris-leve-150-me-pour-son-nouveau-fonds-damorcage/,,,,,,
Evaneos annonce une levée de 20 millions d’euros,20 Millions €,07/12/2022,https://www.jaimelesstartups.fr/news/evaneos-annonce-une-levee-de-20-millions-deuros/,,,,,,
"Zelok augmente son capital à hauteur 1,7 millions d’euros",1 684 000 €,06/12/2022,https://www.jaimelesstartups.fr/news/zelok-augmente-son-capital-a-hauteur-17-millions-deuros/,,,,,,
Pièces de créateurs,100 000,05/12/2022,https://www.jaimelesstartups.fr/pieces-de-createurs-marketplace-de-createur-made-in-france/,,,,,,
"Ligerio lève 3,9 millions d’euros","3,9 millions d'euros",05/12/2022,https://www.jaimelesstartups.fr/news/ligerio-leve-39-millions-deuros/,,,,,,
Legapass annonce une levée de fonds d’un Millions d’euros,1 000 000,02/12/2022,https://www.jaimelesstartups.fr/news/legapass-annonce-une-levee-de-fonds-dun-millions-deuros/,,,,,,
"hello RSE annonce une levée de fonds d’1,3 Millions d’euros",1 300 000 €,01/12/2022,https://www.jaimelesstartups.fr/news/hello-rse-annonce-une-levee-de-fonds-1-3-millions-deuros/,,,,,,
Mailinblack simule les attaques par clefs USB & QRcode,50 000 000€,01/12/2022,https://www.jaimelesstartups.fr/news/mailinblack-simule-les-attaques-par-clefs-usb-qrcode/,,,,,,
Cantoo annonce une levée de fonds d’1M€ auprès du fonds Investir&+,1 million d'euros,30/11/2022,https://www.jaimelesstartups.fr/news/cantoo-annonce-une-levee-de-fonds-d1me-aupres-du-fonds-investir/,,,,,,
"Eppur annonce une levée de fonds d’1,2 millions d’euros","1,2 millions €",29/11/2022,https://www.jaimelesstartups.fr/news/eppur-annonce-une-levee-de-fonds-d-12-millions-euros/,,,,,,
OMEDOM,512000,23/11/2022,https://www.jaimelesstartups.fr/omedom-appli-pour-centraliser-et-piloter-son-patrimoine-immobilier/,,,,,,
energe,10 000,23/11/2022,https://www.jaimelesstartups.fr/energe-chargeur-solaire-pour-les-aventuriers/,,,,,,
OnlyOne annonce une levée de fonds de 35 millions d’euros,35 000 000,21/11/2022,https://www.jaimelesstartups.fr/news/onlyone-annonce-une-levee-de-fonds-de-35-millions-deuros/,,,,,,
Karmen annonce une levée de fonds de 50 millions €,50 millions €,21/11/2022,https://www.jaimelesstartups.fr/news/karmen-annonce-une-levee-de-fonds-de-50-millions-e/,,,,,,
Stratumn,8 000 000,18/11/2022,https://www.jaimelesstartups.fr/stratumn-saas-optimisation-processus-financiers/,,,,,,
Snowpack annonce une levée de fonds de 2M€,2 Millions €,18/11/2022,https://www.jaimelesstartups.fr/news/snowpack-annonce-une-levee-de-fonds-de-2me/,,,,,,
Snowpack,2 M€,16/11/2022,https://www.jaimelesstartups.fr/snowpack-startup-cybersecurite-architecture-vpn-pour-securiser-les-connexions/,,,,,,
Madkudu annonce une levée de fonds de 18 M$,18 Millions de $,16/11/2022,https://www.jaimelesstartups.fr/news/madkudu-annonce-une-levee-de-dollars-fonds-de-18-millions-de/,,,,,,
"Pelico annonce une levée de fonds de 18,5 M€","18,5 M€",16/11/2022,https://www.jaimelesstartups.fr/news/pelico-annonce-une-levee-de-fonds-de-185-me/,,,,,,
"Lys Therapeutics annonce une levée de fonds d’amorçage de 5,5 millions d’euros","5,4",15/11/2022,https://www.jaimelesstartups.fr/news/lys-therapeutics-annonce-une-levee-de-fonds-damorcage-de-55-millions-deuros/,,,,,,
AwesomePetCo annonce une levée de fonds de 500K€,500000,15/11/2022,https://www.jaimelesstartups.fr/news/awesomepetco-annonce-une-levee-de-fonds-de-500ke/,,,,,,
"RAMIFY annonce une levée de fonds de 3,5 M€","3,5 millions d'euros",15/11/2022,https://www.jaimelesstartups.fr/news/ramify-annonce-une-levee-de-fonds-de-35-me/,,,,,,
CYBLEX TECHNOLOGIES,3000000,14/11/2022,https://www.jaimelesstartups.fr/cyblex-technologies-startup-cybersecurite-protection-contre-les-ransomware/,,,,,,
Sarbacane annonce une levée de 110 Millions €,110M€,10/11/2022,https://www.jaimelesstartups.fr/news/sarbacane-annonce-une-levee-de-110-millions-e/,,,,,,
Indy et Malt facilitent la vie des indépendants,46 millions d'euros,04/11/2022,https://www.jaimelesstartups.fr/news/indy-et-malt-facilitent-la-vie-des-independants/,,,,,,
Alvo annonce une levée de fonds d’un million d’euros,1 million d'euros,03/11/2022,https://www.jaimelesstartups.fr/news/alvo-annonce-une-levee-de-fonds-dun-million-deuros/,,,,,,
Ambrosia lance la Tirelire Crypto,confidentiel,03/11/2022,https://www.jaimelesstartups.fr/news/ambrosia-lance-la-tirelire-crypto/,,,,,,
Shippr annonce une levée de fonds de 10 millions €,10 millions €,02/11/2022,https://www.jaimelesstartups.fr/news/shippr-annonce-une-levee-de-fonds-de-10-millions-e/,,,,,,
Satelia annonce une levée de fonds de 10 M€,10 000 000,27/10/2022,https://www.jaimelesstartups.fr/news/satelia-annonce-une-levee-de-fonds-de-10-me/,,,,,,
Jump accepte le statut d’entrepreneur-salarié,4 000 000€,26/10/2022,https://www.jaimelesstartups.fr/news/jump-accepte-le-statut-dentrepreneur-salarie/,,,,,,
Lessortech,350 000 €,25/10/2022,https://www.jaimelesstartups.fr/lessortech-outils-et-services-destines-aux-marques-de-la-mode/,,,,,,
Mailinblack est labélisé Best Workplaces For Women®,50 000 000€,21/10/2022,https://www.jaimelesstartups.fr/news/mailinblack-est-labelise-best-workplaces-for-women/,,,,,,
La startup allemande Holidu annonce une levée de fonds de 100 millions d’euros en série E,100 000 000 €,20/10/2022,https://www.jaimelesstartups.fr/news/la-startup-allemande-holidu-annonce-une-levee-de-fonds-de-100-millions-deuros-en-serie-e/,,,,,,
Indy devient gratuit pour les freelances,35 millions d'euros,19/10/2022,https://www.jaimelesstartups.fr/news/indy-devient-gratuit-pour-les-freelances/,,,,,,
MATERA lance un outil de gestion locative,35M€,18/10/2022,https://www.jaimelesstartups.fr/news/matera-lance-un-outil-de-gestion-locative/,,,,,,
PrivaMap annonce une levée de fonds d’1 Million d’euros,1000000€,17/10/2022,https://www.jaimelesstartups.fr/news/privamap-annonce-une-levee-de-fonds-d1-million-deuros/,,,,,,
"Winalist annonce une levée de fonds de 1,3 millions d’euros",1.3M,14/10/2022,https://www.jaimelesstartups.fr/news/winalist-annonce-une-levee-de-fonds-de-13-millions-deuros/,,,,,,
MOTEN Technologies annonce une levée d’un millions d’euros,1M€,13/10/2022,https://www.jaimelesstartups.fr/news/moten-technologies-annonce-une-levee-dun-millions-deuros/,,,,,,
RTCX,30 000 €,12/10/2022,https://www.jaimelesstartups.fr/rtcx-analyse-les-retours-clients/,,,,,,
Nabu annone une levée de fonds d’un million €,1 million,12/10/2022,https://www.jaimelesstartups.fr/news/nabu-annone-une-levee-de-fonds-dun-million-e/,,,,,,
"PLEDG et Budget Insight promeuvent le “Buy now, pay later”",80 000 000,11/10/2022,https://www.jaimelesstartups.fr/news/pledg-et-budget-insight-promeuvent-le-buy-now-pay-later/,,,,,,
UMI annonce une levée de fonds de 5 millions €,5000000,10/10/2022,https://www.jaimelesstartups.fr/news/umi-annonce-une-levee-de-fonds-de-5-millions-e/,,,,,,
"ESMOZ annonce une levée de fonds de 1,5 million d’euros",1.5 M€,05/10/2022,https://www.jaimelesstartups.fr/news/esmoz-annonce-une-levee-de-fonds-de-15-million-deuros/,,,,,,
33% de spam dans vos emails selon l’étude Mailinblack,50 000 000€,05/10/2022,https://www.jaimelesstartups.fr/news/33-de-spam-dans-vos-emails-selon-letude-mailinblack/,,,,,,
"Hysope annonce une levée de fonds d’1,6 millions d’euros","1,6 M",04/10/2022,https://www.jaimelesstartups.fr/news/hysopee-annonce-une-levee-de-fonds-d16-millions-deuros/,,,,,,
Not So Dark annonce une levée en série B de 80 millions de dollars,80 000 000$,30/09/2022,https://www.jaimelesstartups.fr/news/not-so-dark-annonce-une-levee-en-serie-b-de-80-millions-de-dollars/,,,,,,
Le coach intelligent SORIUS rejoint l’accélérateur d’IBM dédié à l’IA,500K€,30/09/2022,https://www.jaimelesstartups.fr/news/le-coach-intelligent-sorius-rejoint-laccelerateur-dibm-dedie-a-lia/,,,,,,
"box2box lève 1,1 millions d’euros","1,1M€",30/09/2022,https://www.jaimelesstartups.fr/news/box2box-leve-11-millions-deuros/,,,,,,
"FIGURES annonce une levée de fonds de 6,8 millions d’euros",6 800 000,29/09/2022,https://www.jaimelesstartups.fr/news/figures-annonce-une-levee-de-fonds-de-68-millions-deuros/,,,,,,
Anywr annonce la digitalisation d’IzyPortage,80 millions d'euros (Juin 2022-Anywr),29/09/2022,https://www.jaimelesstartups.fr/news/anywr-annonce-la-digitalisation-dizyportage/,,,,,,
Sendinblue annonce le rachat de Yodel.io,140 000 000,28/09/2022,https://www.jaimelesstartups.fr/news/sendinblue-annonce-le-rachat-de-yodel-io/,,,,,,
Gryzzly annonce une levée de fonds d’1 million d’euros,1 000 000,28/09/2022,https://www.jaimelesstartups.fr/news/gryzzly-annonce-une-levee-de-fonds-d1-million-deuros/,,,,,,
Wasabi Technologies lève 250 millions de $,"250,000,000$",28/09/2022,https://www.jaimelesstartups.fr/news/wasabi-technologies-leve-250-millions-de/,,,,,,
"BioMAdvanced Diagnostics annonce une levée de fonds de 1,7 millions €",1 700 000 €,28/09/2022,https://www.jaimelesstartups.fr/news/biomadvanced-diagnostics-annonce-une-levee-de-fonds-de-17-millions-e/,,,,,,
Bump annonce une levée de fonds de 180 Millions d’euros,180M €,28/09/2022,https://www.jaimelesstartups.fr/news/bump-annonce-une-levee-de-fonds-de-180-millions-deuros/,,,,,,
"SYSLOR annonce une nouvelle levée de fonds de 1,4 million €",1400000,27/09/2022,https://www.jaimelesstartups.fr/news/syslor-annonce-une-nouvelle-levee-de-fonds-de-14-million-e/,,,,,,
Ocode élue startup de l’année région Ouest par EY,5 000 000,23/09/2022,https://www.jaimelesstartups.fr/news/ocode-elue-startup-de-lannee-region-ouest-par-ey/,,,,,,
"Surge lève 2,5 millions euros",2 500 000,23/09/2022,https://www.jaimelesstartups.fr/news/surge-leve-25-millions-euros/,,,,,,
HelloSafe,3 200 000,22/09/2022,https://www.jaimelesstartups.fr/hellosafe-comparateur-de-services-financiers/,,,,,,
Innovafeed annonce une levée de fonds de 250 millions €,250 000 000,22/09/2022,https://www.jaimelesstartups.fr/news/innovafeed-annonce-une-levee-de-fonds-de-250-millions-e/,,,,,,
"Capsule Corp Labs lève 7,3 M€","7,3 millions d'euros",16/09/2022,https://www.jaimelesstartups.fr/news/capsule-corp-labs-leve-73-me/,,,,,,
"Le Fourgon annonce une levée de fonds de 4,5 millions d’euros",4 500 000,16/09/2022,https://www.jaimelesstartups.fr/news/le-fourgon-annonce-une-levee-de-fonds-de-45-millions-deuros/,,,,,,
Axeleo Capital lève 50 millions d’euros pour son nouveau fonds early stage AXC2,50 Millions €,16/09/2022,https://www.jaimelesstartups.fr/news/axeleo-capital-leve-50-millions-deuros-pour-son-nouveau-fonds-early-stage-axc2/,,,,,,
Supermood,10 millions,15/09/2022,https://www.jaimelesstartups.fr/supermood-plateforme-dechange-entre-salaries/,,,,,,
Wizaly lève 6 millions d’euros,6M€,15/09/2022,https://www.jaimelesstartups.fr/news/wizaly-leve-6-millions-deuros/,,,,,,
Upway mets des vélos électriques en libre service,25 millions €,15/09/2022,https://www.jaimelesstartups.fr/news/upway-mets-des-velos-electriques-en-libre-service/,,,,,,
Standing Ovation annonce une levée de fonds de 12 Millions €,12 millions d'euros,15/09/2022,https://www.jaimelesstartups.fr/news/standing-ovation-annonce-une-levee-de-fonds-de-12-millions-e/,,,,,,
OBAT annonce une levée de fonds de 6 millions d’euros,6 000 000€,15/09/2022,https://www.jaimelesstartups.fr/news/obat-annonce-une-levee-de-fonds-de-6-millions-deuros/,,,,,,
Adok,3 millions d'euros,13/09/2022,https://www.jaimelesstartups.fr/adok-le-hub-tactile/,,,,,,
Medaviz signe un partenariat avec Qiti,6 000 000€,13/09/2022,https://www.jaimelesstartups.fr/news/medaviz-signe-un-partenariat-avec-qiti/,,,,,,
NRGYBOX annonce une levée de fonds de 500 000€,500000,09/09/2022,https://www.jaimelesstartups.fr/news/nrgybox-annonce-une-levee-de-fonds-de-500-000e/,,,,,,
EQUIP lève plus de 5 millions d’euros afin de révolutionner l’accès au sport,Plus de 5 millions d’€,08/09/2022,https://www.jaimelesstartups.fr/news/equip-leve-plus-de-5-millions-deuros-afin-de-revolutionner-lacces-au-sport/,,,,,,
MyFormality annonce une levée de fonds de 600 000 euros,600 000,08/09/2022,https://www.jaimelesstartups.fr/news/myformality-annonce-une-levee-de-fonds-de-600-000-euros/,,,,,,
Zozio,4000000,05/09/2022,https://www.jaimelesstartups.fr/zozio-plateforme-analytics-usine/,,,,,,
Planted annonce une levée de fonds de 70 millions d’euros,70 Millions €,02/09/2022,https://www.jaimelesstartups.fr/news/planted-annonce-une-levee-de-fonds-de-70-millions-deuros/,,,,,,
Caocao Mobility annonce une levée de fonds de 3 millions d’euros,3 000 000 €,31/08/2022,https://www.jaimelesstartups.fr/news/caocao-mobility-annonce-une-levee-de-fonds-de-3-millions-deuros/,,,,,,
CiviTime annonce une levée de fonds de 2 millions d’euros,2 millions d'euros,30/08/2022,https://www.jaimelesstartups.fr/news/civitime-annonce-une-levee-de-fonds-de-2-millions-deuros/,,,,,,
Detective Box annonce une levée de fonds de 140 000€,140 000€,25/08/2022,https://www.jaimelesstartups.fr/news/detective-box-annonce-une-levee-de-fonds-de-140-000e/,,,,,,
Abraxio,/,23/08/2022,https://www.jaimelesstartups.fr/abraxio-outil-de-pilotage-de-la-dsi/,,,,,,
"Mob-Energy créé Evy, le super chargeur pour votre parking","2,1 M€ en 2020",22/08/2022,https://www.jaimelesstartups.fr/news/mob-energy-cree-evy-le-super-chargeur-pour-votre-parking/,,,,,,
CryptoSimple,140 000 €,18/08/2022,https://www.jaimelesstartups.fr/cryptosimple-selection-de-portefeuille-de-crypto-pour-investir/,,,,,,
UrbanHub,915k€,12/08/2022,https://www.jaimelesstartups.fr/urbanhub-fournisseur-de-solutions-logistiques/,,,,,,
